icd9_hcup,icd9_omop,icd9_ccs,ccs2,ccs2_desc,hcup_desc,omop_desc,concept_id
48.65,48.65,48.65,9.10,Colorectal resection [78.],DUHAMEL RECTAL RESECTION,Duhamel resection of rectum,2003002
48.69,48.69,48.69,9.10,Colorectal resection [78.],RECTAL RESECTION NEC,Other resection of rectum,2003003
48.71,48.71,48.71,9.28,Other OR lower GI therapeutic procedures [96.],SUTURE OF RECTAL LACER,Suture of laceration of rectum,2003005
48.72,48.72,48.72,9.28,Other OR lower GI therapeutic procedures [96.],CLOSURE OF PROSTOMY,Closure of proctostomy,2003006
48.73,48.73,48.73,9.28,Other OR lower GI therapeutic procedures [96.],CLOSE RECTAL FIST NEC,Closure of other rectal fistula,2003007
48.74,48.74,48.74,9.28,Other OR lower GI therapeutic procedures [96.],RECTORECTOSTOMY,Rectorectostomy,2003008
48.75,48.75,48.75,9.28,Other OR lower GI therapeutic procedures [96.],ABDOMINAL PROPEXY,Abdominal proctopexy,2003009
48.76,48.76,48.76,9.28,Other OR lower GI therapeutic procedures [96.],PROPEXY NEC,Other proctopexy,2003010
48.79,48.79,48.79,9.28,Other OR lower GI therapeutic procedures [96.],REPAIR OF RECTUM NEC,Other repair of rectum,2003011
48.81,48.81,48.81,9.28,Other OR lower GI therapeutic procedures [96.],PERIRECTAL INCISION,Incision of perirectal tissue,2003023
48.82,48.82,48.82,9.28,Other OR lower GI therapeutic procedures [96.],PERIRECTAL EXCISION,Excision of perirectal tissue,2003024
48.91,48.91,48.91,9.28,Other OR lower GI therapeutic procedures [96.],INCIS RECTAL STRICTURE,Incision of rectal stricture,2003026
48.92,48.92,48.92,9.28,Other OR lower GI therapeutic procedures [96.],ANORECTAL MYOMECTOMY,Anorectal myectomy,2003027
48.93,48.93,48.93,9.28,Other OR lower GI therapeutic procedures [96.],REPAIR PERIRECT FISTULA,Repair of perirectal fistula,2003028
48.99,48.99,48.99,9.28,Other OR lower GI therapeutic procedures [96.],RECTAL PERIRECT OP NEC,Other operations on rectum and perirectal tissue,2003029
49.01,49.01,49.01,9.28,Other OR lower GI therapeutic procedures [96.],INCIS PERIANAL ABSCESS,Incision of perianal abscess,2003042
49.02,49.02,49.02,9.28,Other OR lower GI therapeutic procedures [96.],PERIANAL INCISION NEC,Other incision of perianal tissue,2003043
49.04,49.04,49.04,9.28,Other OR lower GI therapeutic procedures [96.],PERIANAL EXCISION NEC,Other excision of perianal tissue,2003045
49.11,49.11,49.11,9.28,Other OR lower GI therapeutic procedures [96.],ANAL FISTULOTOMY,Anal fistulotomy,2003047
49.12,49.12,49.12,9.28,Other OR lower GI therapeutic procedures [96.],ANAL FISTULECTOMY,Anal fistulectomy,2003048
49.3,49.3,49.3,9.28,Other OR lower GI therapeutic procedures [96.],LOCAL EXCIS DEST ANUS LES (Begin 1980 End 1989),Local excision or destruction of other lesion or tissue of anus,2003064
49.39,49.39,49.39,9.28,Other OR lower GI therapeutic procedures [96.],OTHER DESTRUC ANUS LES (Begin 1989),Other local excision or destruction of lesion or tissue of anus,2003066
49.44,49.44,49.44,9.13,Hemorrhoid procedures [81.],HEMORRHOID CRYOTHERAPY,Destruction of hemorrhoids by cryotherapy,2003071
49.45,49.45,49.45,9.13,Hemorrhoid procedures [81.],HEMORRHOID LIGATION,Ligation of hemorrhoids,2003082
49.46,49.46,49.46,9.13,Hemorrhoid procedures [81.],HEMORRHOIDECTOMY,Excision of hemorrhoids,2003083
49.49,49.49,49.49,9.13,Hemorrhoid procedures [81.],HEMORRHOID PROCEDURE NEC,Other procedures on hemorrhoids,2003085
49.51,49.51,49.51,9.28,Other OR lower GI therapeutic procedures [96.],LEFT LAT SPHINCTEROTOMY,Left lateral anal sphincterotomy,2003087
49.52,49.52,49.52,9.28,Other OR lower GI therapeutic procedures [96.],POST SPHINCTEROTOMY,Posterior anal sphincterotomy,2003088
49.59,49.59,49.59,9.28,Other OR lower GI therapeutic procedures [96.],ANAL SPHINCTEROTOMY NEC,Other anal sphincterotomy,2003089
49.6,49.6,49.6,9.28,Other OR lower GI therapeutic procedures [96.],EXCISION OF ANUS,Excision of anus,2003090
49.71,49.71,49.71,9.28,Other OR lower GI therapeutic procedures [96.],SUTURE ANAL LACERATION,Suture of laceration of anus,2003102
49.72,49.72,49.72,9.28,Other OR lower GI therapeutic procedures [96.],ANAL CERCLAGE,Anal cerclage,2003103
49.73,49.73,49.73,9.28,Other OR lower GI therapeutic procedures [96.],CLOSURE OF ANAL FISTULA,Closure of anal fistula,2003104
49.74,49.74,49.74,9.28,Other OR lower GI therapeutic procedures [96.],GRACILIS MUSC TRANSPLAN,Gracilis muscle transplant for anal incontinence,2003105
49.75,49.75,49.75,9.28,Other OR lower GI therapeutic procedures [96.],IMPL/REV OF ARTIFICIAL ANAL (Begin 2002),Implantation or revision of artificial anal sphincter,2003106
49.76,49.76,49.76,9.28,Other OR lower GI therapeutic procedures [96.],REMOVAL OF ARTIFICIAL ANAL (Begin 2002),Removal of artificial anal sphincter,2003107
49.79,49.79,49.79,9.28,Other OR lower GI therapeutic procedures [96.],ANAL SPHINCT REPAIR NEC,Other repair of anal sphincter,2003108
49.91,49.91,49.91,9.28,Other OR lower GI therapeutic procedures [96.],INCISION OF ANAL SEPTUM,Incision of anal septum,2003110
49.92,49.92,49.92,9.28,Other OR lower GI therapeutic procedures [96.],INSERT SUBQ ANAL STIMUL,Insertion of subcutaneous electrical anal stimulator,2003111
49.93,49.93,49.93,9.28,Other OR lower GI therapeutic procedures [96.],ANAL INCISION NEC,Other incision of anus,2003122
49.94,49.94,49.94,9.28,Other OR lower GI therapeutic procedures [96.],REDUCTION ANAL PROLAPSE,Reduction of anal prolapse,2003123
49.95,49.95,49.95,9.28,Other OR lower GI therapeutic procedures [96.],CONTROL ANAL HEMORRHAGE,Control of (postoperative) hemorrhage of anus,2003124
49.99,49.99,49.99,9.28,Other OR lower GI therapeutic procedures [96.],ANAL OPERATION NEC,Other operations on anus,2003125
50.0,50.0,50.0,9.31,Other OR gastrointestinal therapeutic procedures [99.],HEPATOTOMY,Hepatotomy,2003127
50.21,50.21,50.21,9.31,Other OR gastrointestinal therapeutic procedures [99.],MARSUPIALIZAT LIVER LES,Marsupialization of lesion of liver,2003145
50.22,50.22,50.22,9.31,Other OR gastrointestinal therapeutic procedures [99.],PARTIAL HEPATECTOMY,Partial hepatectomy,2003146
50.23,50.23,50.23,9.31,Other OR gastrointestinal therapeutic procedures [99.],OPN ABLTN LIVER LES/TISS (Begin 2006),Open ablation of liver lesion or tissue,2003147
50.24,50.24,50.24,9.31,Other OR gastrointestinal therapeutic procedures [99.],PERC ABLTN LIVER LES/TIS (Begin 2006),Percutaneous ablation of liver lesion or tissue,2003148
50.25,50.25,50.25,9.31,Other OR gastrointestinal therapeutic procedures [99.],LAP ABLTN LIVER LES/TISS (Begin 2006),Laparoscopic ablation of liver lesion or tissue,2003149
50.26,50.26,50.26,9.31,Other OR gastrointestinal therapeutic procedures [99.],ABLTN LIVER LES/TISS NEC (Begin 2006),Other and unspecified ablation of liver lesion or tissue,2003150
50.29,50.29,50.29,9.31,Other OR gastrointestinal therapeutic procedures [99.],DESTRUC HEPATIC LES NEC,Other destruction of lesion of liver,2003151
50.3,50.3,50.3,9.31,Other OR gastrointestinal therapeutic procedures [99.],HEPATIC LOBECTOMY,Lobectomy of liver,2003162
50.4,50.4,50.4,9.31,Other OR gastrointestinal therapeutic procedures [99.],TOTAL HEPATECTOMY,Total hepatectomy,2003163
50.51,50.51,50.51,16.1,Other organ transplantation [176.],AUXILIARY LIVER TRANSPL,Auxiliary liver transplant,2003165
50.59,50.59,50.59,16.1,Other organ transplantation [176.],LIVER TRANSPLANT NEC,Other transplant of liver,2003166
50.61,50.61,50.61,9.31,Other OR gastrointestinal therapeutic procedures [99.],CLOSURE LIVER LACERAT,Closure of laceration of liver,2003168
50.69,50.69,50.69,9.31,Other OR gastrointestinal therapeutic procedures [99.],LIVER REPAIR NEC,Other repair of liver,2003169
51.02,51.02,51.02,9.31,Other OR gastrointestinal therapeutic procedures [99.],TROCAR CHOLECYSTOSTOMY,Trocar cholecystostomy,2003189
51.03,51.03,51.03,9.31,Other OR gastrointestinal therapeutic procedures [99.],CHOLECYSTOSTOMY NEC,Other cholecystostomy,2003190
51.04,51.04,51.04,9.31,Other OR gastrointestinal therapeutic procedures [99.],CHOLECYSTOTOMY NEC,Other cholecystotomy,2003191
51.21,51.21,51.21,9.16,Cholecystectomy and common duct exploration [84.],PARTIAL CHOLECYSTECTOMY (Begin 1996),Other partial cholecystectomy,2003211
51.22,51.22,51.22,9.16,Cholecystectomy and common duct exploration [84.],(TOTAL) CHOLECYSTECTOMY (Begin 1991),Cholecystectomy,2003222
51.23,51.23,51.23,9.16,Cholecystectomy and common duct exploration [84.],LAPAROSCOPIC CHOLECYSTEC (Begin 1991),Laparoscopic cholecystectomy,2003223
51.24,51.24,51.24,9.16,Cholecystectomy and common duct exploration [84.],LAPAROSCOP PART CHOLE (Begin 1996),Laparoscopic partial cholecystectomy,2003224
51.31,51.31,51.31,9.31,Other OR gastrointestinal therapeutic procedures [99.],GBTOHEPAT DUCT ANAST,Anastomosis of gallbladder to hepatic ducts,2003226
51.32,51.32,51.32,9.31,Other OR gastrointestinal therapeutic procedures [99.],GBTOINTESTINE ANASTOM,Anastomosis of gallbladder to intestine,2003227
51.33,51.33,51.33,9.31,Other OR gastrointestinal therapeutic procedures [99.],GBTOPANCREAS ANASTOM,Anastomosis of gallbladder to pancreas,2003228
51.34,51.34,51.34,9.31,Other OR gastrointestinal therapeutic procedures [99.],GBTOSTOMACH ANASTOMOS,Anastomosis of gallbladder to stomach,2003229
51.35,51.35,51.35,9.31,Other OR gastrointestinal therapeutic procedures [99.],GALLBLADDER ANASTOM NEC,Other gallbladder anastomosis,2003230
51.36,51.36,51.36,9.31,Other OR gastrointestinal therapeutic procedures [99.],CHOLEDOCHOENTEROSTOMY,Choledochoenterostomy,2003231
51.37,51.37,51.37,9.31,Other OR gastrointestinal therapeutic procedures [99.],HEPATIC DUCTGI ANASTOM,Anastomosis of hepatic duct to gastrointestinal tract,2003242
51.39,51.39,51.39,9.31,Other OR gastrointestinal therapeutic procedures [99.],BILE DUCT ANASTOMOS NEC,Other bile duct anastomosis,2003243
51.41,51.41,51.41,9.16,Cholecystectomy and common duct exploration [84.],CDE FOR CALCULUS REMOV,Common duct exploration for removal of calculus,2003245
51.42,51.42,51.42,9.16,Cholecystectomy and common duct exploration [84.],CDE FOR OBSTRUCTION NEC,Common duct exploration for relief of other obstruction,2003246
51.43,51.43,51.43,9.16,Cholecystectomy and common duct exploration [84.],CHOLEDOCHOHEPAT INTUBAT,Insertion of choledochohepatic tube for decompression,2003247
51.49,51.49,51.49,9.16,Cholecystectomy and common duct exploration [84.],INCIS OBSTR BILE DUC NEC,Incision of other bile ducts for relief of obstruction,2003248
51.51,51.51,51.51,9.16,Cholecystectomy and common duct exploration [84.],COMMON DUCT EXPLORATION,Exploration of common duct,2003250
51.59,51.59,51.59,9.16,Cholecystectomy and common duct exploration [84.],BILE DUCT INCISION NEC,Other incision of other bile duct,2003251
51.61,51.61,51.61,9.31,Other OR gastrointestinal therapeutic procedures [99.],EXCIS CYST DUCT REMNANT,Excision of cystic duct remnant,2003263
51.62,51.62,51.62,9.31,Other OR gastrointestinal therapeutic procedures [99.],EXCIS AMPULLA OF VATER,Excision of ampulla of Vater (with reimplantation of common duct),2003264
51.63,51.63,51.63,9.31,Other OR gastrointestinal therapeutic procedures [99.],COMMON DUCT EXCIS NEC,Other excision of common duct,2003265
51.69,51.69,51.69,9.31,Other OR gastrointestinal therapeutic procedures [99.],BILE DUCT EXCISION NEC,Excision of other bile duct,2003267
51.71,51.71,51.71,9.31,Other OR gastrointestinal therapeutic procedures [99.],SIMPLE SUTCOMMON DUCT,Simple suture of common bile duct,2003269
51.72,51.72,51.72,9.31,Other OR gastrointestinal therapeutic procedures [99.],CHOLEDOCHOPLASTY,Choledochoplasty,2003270
51.79,51.79,51.79,9.31,Other OR gastrointestinal therapeutic procedures [99.],BILE DUCT REPAIR NEC,Repair of other bile ducts,2003271
51.81,51.81,51.81,9.31,Other OR gastrointestinal therapeutic procedures [99.],SPHINCTER OF ODDI DILAT,Dilation of sphincter of Oddi,2003283
51.82,51.82,51.82,9.31,Other OR gastrointestinal therapeutic procedures [99.],PANCREAT SPHINCTEROTOM,Pancreatic sphincterotomy,2003284
51.83,51.83,51.83,9.31,Other OR gastrointestinal therapeutic procedures [99.],PANCREAT SPHINCTEROPLAS,Pancreatic sphincteroplasty,2003285
51.89,51.89,51.89,9.31,Other OR gastrointestinal therapeutic procedures [99.],SPHINCT OF ODDI OP NEC,Other operations on sphincter of Oddi,2003291
51.91,51.91,51.91,9.31,Other OR gastrointestinal therapeutic procedures [99.],REPAIR GB LACERATION,Repair of laceration of gallbladder,2003303
51.92,51.92,51.92,9.31,Other OR gastrointestinal therapeutic procedures [99.],CLOSURE CHOLECYSTOSTOMY,Closure of cholecystostomy,2003304
51.93,51.93,51.93,9.31,Other OR gastrointestinal therapeutic procedures [99.],CLOS BILIARY FISTUL NEC,Closure of other biliary fistula,2003305
51.94,51.94,51.94,9.31,Other OR gastrointestinal therapeutic procedures [99.],REVIS BILE TRACT ANASTOM,Revision of anastomosis of biliary tract,2003306
51.95,51.95,51.95,9.31,Other OR gastrointestinal therapeutic procedures [99.],REMOVE BILE DUCT PROSTH,Removal of prosthetic device from bile duct,2003307
51.99,51.99,51.99,9.31,Other OR gastrointestinal therapeutic procedures [99.],BILIARY TRACT OP NEC,Other operations on biliary tract,2003310
52.01,52.01,52.01,9.31,Other OR gastrointestinal therapeutic procedures [99.],CATH DRAINPANCREAT CYST,Drainage of pancreatic cyst by catheter,2003323
52.09,52.09,52.09,9.31,Other OR gastrointestinal therapeutic procedures [99.],PANCREATOTOMY NEC,Other pancreatotomy,2003324
52.2,52.2,52.2,9.31,Other OR gastrointestinal therapeutic procedures [99.],LOCAL EXCIS PANCREAS LES (Begin 1980 End 1989),Local excision or destruction of pancreas and pancreatic duct,2003331
52.22,52.22,52.22,9.31,Other OR gastrointestinal therapeutic procedures [99.],OTHER DESTRU PANCREA LES (Begin 1989),Other excision or destruction of lesion or tissue of pancreas or pancreatic duct,2003343
52.3,52.3,52.3,9.31,Other OR gastrointestinal therapeutic procedures [99.],PANCREAT CYST MARSUPIALI,Marsupialization of pancreatic cyst,2003344
52.4,52.4,52.4,9.31,Other OR gastrointestinal therapeutic procedures [99.],INT DRAIN PANCREAT CYST,Internal drainage of pancreatic cyst,2003345
52.51,52.51,52.51,9.31,Other OR gastrointestinal therapeutic procedures [99.],PROXIMAL PANCREATECTOMY,Proximal pancreatectomy,2003347
52.52,52.52,52.52,9.31,Other OR gastrointestinal therapeutic procedures [99.],DISTAL PANCREATECTOMY,Distal pancreatectomy,2003348
52.53,52.53,52.53,9.31,Other OR gastrointestinal therapeutic procedures [99.],RAD SUBTOT PANCREATECTOM,Radical subtotal pancreatectomy,2003349
52.59,52.59,52.59,9.31,Other OR gastrointestinal therapeutic procedures [99.],PARTIAL PANCREATECT NEC,Other partial pancreatectomy,2003350
52.6,52.6,52.6,9.31,Other OR gastrointestinal therapeutic procedures [99.],TOTAL PANCREATECTOMY,Total pancreatectomy,2003351
52.7,52.7,52.7,9.31,Other OR gastrointestinal therapeutic procedures [99.],RAD PANCREATICODUODENECT,Radical pancreaticoduodenectomy,2003362
52.80,52.80,52.80,16.1,Other organ transplantation [176.],PANCREAT TRANSPLANT NOS,"Pancreatic transplant, not otherwise specified",2003364
52.81,52.81,52.81,16.1,Other organ transplantation [176.],REIMPLANT PANCREATIC TIS,Reimplantation of pancreatic tissue,2003365
52.82,52.82,52.82,16.1,Other organ transplantation [176.],PANCREATIC HOMOTRANSPLAN,Homotransplant of pancreas,2003366
52.83,52.83,52.83,16.1,Other organ transplantation [176.],PANCREATIC HETEROTRANSPL,Heterotransplant of pancreas,2003367
52.92,52.92,52.92,9.31,Other OR gastrointestinal therapeutic procedures [99.],(OTH) CANNULAT PANCRE DUC (Begin 1980),Cannulation of pancreatic duct,2003382
52.95,52.95,52.95,9.31,Other OR gastrointestinal therapeutic procedures [99.],PANCREATIC REPAIR NEC,Other repair of pancreas,2003385
52.96,52.96,52.96,9.31,Other OR gastrointestinal therapeutic procedures [99.],PANCREATIC ANASTOMOSIS,Anastomosis of pancreas,2003386
52.99,52.99,52.99,9.31,Other OR gastrointestinal therapeutic procedures [99.],PANCREATIC OPERATION NEC (Begin 1989),Other operations on pancreas,2003389
53.00,53.00,53.00,9.17,Inguinal and femoral hernia repair [85.],UNILAT ING HERN REP NOS,"Unilateral repair of inguinal hernia, not otherwise specified",2003402
53.01,53.01,53.01,9.17,Inguinal and femoral hernia repair [85.],REPAIR DIRECT ING HERNIA,Other and open repair of direct inguinal hernia,2003403
53.02,53.02,53.02,9.17,Inguinal and femoral hernia repair [85.],REPAIR INDIR ING HERNIA,Other and open repair of indirect inguinal hernia,2003404
53.03,53.03,53.03,9.17,Inguinal and femoral hernia repair [85.],DIR ING HERNIA REPGRAFT,Other and open repair of direct inguinal hernia with graft or prosthesis,2003405
53.04,53.04,53.04,9.17,Inguinal and femoral hernia repair [85.],IND ING HERNIA REPGRAFT,Other and open repair of indirect inguinal hernia with graft or prosthesis,2003406
53.05,53.05,53.05,9.17,Inguinal and femoral hernia repair [85.],ING HERNIA REPGRAFT NOS,"Repair of inguinal hernia with graft or prosthesis, not otherwise specified",2003407
53.10,53.10,53.10,9.17,Inguinal and femoral hernia repair [85.],BILAT ING HERNIA REP NOS,"Bilateral repair of inguinal hernia, not otherwise specified",2003409
53.11,53.11,53.11,9.17,Inguinal and femoral hernia repair [85.],BILAT DIR ING HERN REP,Other and open bilateral repair of direct inguinal hernia,2003410
53.12,53.12,53.12,9.17,Inguinal and femoral hernia repair [85.],BILAT IND ING HERN REP,Other and open bilateral repair of indirect inguinal hernia,2003411
53.13,53.13,53.13,9.17,Inguinal and femoral hernia repair [85.],BIL DIR/IND ING HRN REP,"Other and open bilateral repair of inguinal hernia, one direct and one indirect",2003422
53.14,53.14,53.14,9.17,Inguinal and femoral hernia repair [85.],BIL DIR ING HRN REPGRFT,Other and open bilateral repair of direct inguinal hernia with graft or prosthesis,2003423
53.15,53.15,53.15,9.17,Inguinal and femoral hernia repair [85.],BIL IND ING HRN REPGRFT,Other and open bilateral repair of indirect inguinal hernia with graft or prosthesis,2003424
53.16,53.16,53.16,9.17,Inguinal and femoral hernia repair [85.],BIL DIR/IND ING HERNPRO,"Other and open bilateral repair of inguinal hernia, one direct and one indirect, with graft or prosthesis",2003425
53.17,53.17,53.17,9.17,Inguinal and femoral hernia repair [85.],BIL ING HRN REPGRFT NOS,"Bilateral inguinal hernia repair with graft or prosthesis, not otherwise specified",2003426
53.21,53.21,53.21,9.17,Inguinal and femoral hernia repair [85.],UNIL FEMOR HRN REPGRFT,Unilateral repair of femoral hernia with graft or prosthesis,2003428
53.29,53.29,53.29,9.17,Inguinal and femoral hernia repair [85.],UNIL FEMOR HERN REP NEC,Other unilateral femoral herniorrhaphy,2003429
53.31,53.31,53.31,9.17,Inguinal and femoral hernia repair [85.],BIL FEM HERN REPAIRGRFT,Bilateral repair of femoral hernia with graft or prosthesis,2003431
